model_type_z3	variable	value_z3	z_score_z3	algorithm_z3	feature_z3	z_z3	seed_z3	model_type_z14	value_z14	z_score_z14	algorithm_z14	feature_z14	z_z14	seed_z14
real	Fibroblasts_ENCODE_1	4.048690000000001	6.2334	vae	2	3	908341	real	0.140306	3.5335	vae	10	14	486191
real	Smooth-muscle_FANTOM_3	-3.89108	-4.66261	vae	0	3	908341	real	-0.094181	1.2705799999999998	vae	10	14	486191
real	Smooth-muscle_FANTOM_3	-1.28748	1.60733	vae	1	3	908341	real	-0.094181	1.2705799999999998	vae	10	14	486191
real	Smooth-muscle_FANTOM_3	2.1916599999999997	3.21256	vae	2	3	908341	real	-0.094181	1.2705799999999998	vae	10	14	486191
real	Monocytes_NOVERSHTERN_3	-2.12763	-4.49087	vae	1	3	908341	real	-0.917349	-4.26717	vae	10	14	486191
real	Monocytes_NOVERSHTERN_3	0.835058	1.9785	vae	2	3	908341	real	-0.917349	-4.26717	vae	10	14	486191
real	Monocytes_NOVERSHTERN_3	1.38989	5.48543	vae	0	3	908341	real	-0.917349	-4.26717	vae	10	14	486191
real	MSC_FANTOM_2	-1.4193	-4.471480000000001	vae	2	3	908341	real	-0.190397	0.146466	vae	10	14	486191
real	MSC_FANTOM_2	-0.759634	-1.45456	vae	0	3	908341	real	-0.190397	0.146466	vae	10	14	486191
real	MSC_FANTOM_2	-0.5760460000000001	-0.25879800000000003	vae	1	3	908341	real	-0.190397	0.146466	vae	10	14	486191
real	MSC_FANTOM_1	-1.32493	-4.357419999999999	vae	2	3	908341	real	-0.118199	-0.0771992	vae	10	14	486191
real	MSC_FANTOM_1	-0.677982	-3.8619199999999996	vae	0	3	908341	real	-0.118199	-0.0771992	vae	10	14	486191
real	MSC_FANTOM_1	-0.31150300000000003	0.23688299999999998	vae	1	3	908341	real	-0.118199	-0.0771992	vae	10	14	486191
real	Chondrocytes_HPCA_1	-1.30149	-4.318230000000001	vae	0	3	908341	real	-0.466901	-1.10314	vae	10	14	486191
real	Chondrocytes_HPCA_1	-0.15706900000000001	1.23003	vae	1	3	908341	real	-0.466901	-1.10314	vae	10	14	486191
real	Chondrocytes_HPCA_1	1.3528200000000001	5.38577	vae	2	3	908341	real	-0.466901	-1.10314	vae	10	14	486191
real	Chondrocytes_HPCA_3	-1.08796	-4.31651	vae	0	3	908341	real	-0.54703	-2.83175	vae	10	14	486191
real	Chondrocytes_HPCA_3	0.744205	2.38218	vae	2	3	908341	real	-0.54703	-2.83175	vae	10	14	486191
real	Chondrocytes_HPCA_3	-0.0430505	2.51899	vae	1	3	908341	real	-0.54703	-2.83175	vae	10	14	486191
real	Macrophages-M1_BLUEPRINT_2	-0.909624	-4.2071	vae	1	3	908341	real	-0.327619	-0.5309520000000001	vae	10	14	486191
real	Macrophages-M1_BLUEPRINT_2	-0.219477	-0.962201	vae	2	3	908341	real	-0.327619	-0.5309520000000001	vae	10	14	486191
real	Macrophages-M1_BLUEPRINT_2	-0.09168689999999999	0.09933510000000001	vae	0	3	908341	real	-0.327619	-0.5309520000000001	vae	10	14	486191
real	Neutrophils_IRIS_3	-2.87072	-4.182840000000001	vae	1	3	908341	real	-1.69185	-5.13983	vae	10	14	486191
real	Neutrophils_IRIS_3	0.42169799999999996	2.09361	vae	2	3	908341	real	-1.69185	-5.13983	vae	10	14	486191
real	Neutrophils_IRIS_3	1.62979	7.75214	vae	0	3	908341	real	-1.69185	-5.13983	vae	10	14	486191
real	Memory-B-cells_BLUEPRINT_1	-4.25876	-4.16523	vae	2	3	908341	real	-2.4256599999999997	-0.257139	vae	10	14	486191
real	Memory-B-cells_BLUEPRINT_1	-0.693429	1.7507099999999998	vae	0	3	908341	real	-2.4256599999999997	-0.257139	vae	10	14	486191
real	Memory-B-cells_BLUEPRINT_1	-2.14813	3.01593	vae	1	3	908341	real	-2.4256599999999997	-0.257139	vae	10	14	486191
real	Fibroblasts_HPCA_3	-5.80012	-4.12745	vae	0	3	908341	real	-0.355243	2.97945	vae	10	14	486191
real	Fibroblasts_HPCA_3	-5.86227	-0.5038159999999999	vae	1	3	908341	real	-0.355243	2.97945	vae	10	14	486191
real	Fibroblasts_HPCA_3	3.19761	2.53586	vae	2	3	908341	real	-0.355243	2.97945	vae	10	14	486191
real	Chondrocytes_ENCODE_3	-3.32505	-4.048780000000001	vae	0	3	908341	real	-1.4549299999999998	-2.11362	vae	10	14	486191
real	Chondrocytes_ENCODE_3	1.70983	1.6867400000000001	vae	2	3	908341	real	-1.4549299999999998	-2.11362	vae	10	14	486191
real	Chondrocytes_ENCODE_3	-0.878041	1.70612	vae	1	3	908341	real	-1.4549299999999998	-2.11362	vae	10	14	486191
real	Myocytes_ENCODE_3	-8.8231	-4.0486	vae	0	3	908341	real	1.3447	5.50062	vae	10	14	486191
real	Myocytes_ENCODE_3	3.15353	2.27705	vae	2	3	908341	real	1.3447	5.50062	vae	10	14	486191
real	Myocytes_ENCODE_3	-3.67982	2.49398	vae	1	3	908341	real	1.3447	5.50062	vae	10	14	486191
real	Smooth-muscle_HPCA_3	-6.37862	-4.03109	vae	0	3	908341	real	2.445	7.36953	vae	10	14	486191
real	Smooth-muscle_HPCA_3	-4.64241	1.60443	vae	1	3	908341	real	2.445	7.36953	vae	10	14	486191
real	Smooth-muscle_HPCA_3	3.1393299999999997	2.2495700000000003	vae	2	3	908341	real	2.445	7.36953	vae	10	14	486191
real	CMP_HPCA_1	-5.58358	-4.010190000000001	vae	2	3	908341	real	-2.71069	-0.167301	vae	10	14	486191
real	CMP_HPCA_1	-4.8116699999999994	-1.35709	vae	0	3	908341	real	-2.71069	-0.167301	vae	10	14	486191
real	CMP_HPCA_1	-3.53013	1.8419599999999998	vae	1	3	908341	real	-2.71069	-0.167301	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_1	-1.9648900000000002	-3.97134	vae	0	3	908341	real	-0.5373979999999999	0.183548	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_1	-1.3926100000000001	-2.15959	vae	2	3	908341	real	-0.5373979999999999	0.183548	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_1	-0.49799499999999997	1.40822	vae	1	3	908341	real	-0.5373979999999999	0.183548	vae	10	14	486191
real	Neutrophils_FANTOM_1	-3.5697400000000004	-3.91247	vae	1	3	908341	real	-1.36973	-1.7902200000000001	vae	10	14	486191
real	Neutrophils_FANTOM_1	1.01654	1.32835	vae	2	3	908341	real	-1.36973	-1.7902200000000001	vae	10	14	486191
real	Neutrophils_FANTOM_1	1.45888	6.3990599999999995	vae	0	3	908341	real	-1.36973	-1.7902200000000001	vae	10	14	486191
real	GMP_HPCA_3	-5.43993	-3.8730800000000003	vae	0	3	908341	real	0.476492	3.4937	vae	10	14	486191
real	GMP_HPCA_3	-1.75954	-1.10843	vae	2	3	908341	real	0.476492	3.4937	vae	10	14	486191
real	GMP_HPCA_3	-3.12222	1.73239	vae	1	3	908341	real	0.476492	3.4937	vae	10	14	486191
real	Monocytes_HPCA_1	-1.8297	-3.8683	vae	1	3	908341	real	-0.5258189999999999	-0.5991489999999999	vae	10	14	486191
real	Monocytes_HPCA_1	0.611636	1.1043	vae	2	3	908341	real	-0.5258189999999999	-0.5991489999999999	vae	10	14	486191
real	Monocytes_HPCA_1	0.722933	3.01954	vae	0	3	908341	real	-0.5258189999999999	-0.5991489999999999	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_3	-2.1590000000000003	-3.8611	vae	0	3	908341	real	-0.672212	0.306717	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_3	-1.37242	-1.5250299999999999	vae	2	3	908341	real	-0.672212	0.306717	vae	10	14	486191
real	CD8+-T-cells_NOVERSHTERN_3	-0.956067	0.716892	vae	1	3	908341	real	-0.672212	0.306717	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_3	-5.7129199999999996	-3.85215	vae	0	3	908341	real	-1.10643	2.76547	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_3	-4.46324	1.32061	vae	1	3	908341	real	-1.10643	2.76547	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_3	1.16564	1.73038	vae	2	3	908341	real	-1.10643	2.76547	vae	10	14	486191
real	Fibroblasts_HPCA_1	-1.75247	-3.81635	vae	0	3	908341	real	0.133258	2.7062	vae	10	14	486191
real	Fibroblasts_HPCA_1	-1.6348200000000002	-0.216146	vae	1	3	908341	real	0.133258	2.7062	vae	10	14	486191
real	Fibroblasts_HPCA_1	0.738535	1.06733	vae	2	3	908341	real	0.133258	2.7062	vae	10	14	486191
real	Astrocytes_FANTOM_2	-6.73268	-3.7366800000000002	vae	0	3	908341	real	-1.82725	-0.241052	vae	10	14	486191
real	Astrocytes_FANTOM_2	-4.074	-0.7337279999999999	vae	1	3	908341	real	-1.82725	-0.241052	vae	10	14	486191
real	Astrocytes_FANTOM_2	7.71011	12.9838	vae	2	3	908341	real	-1.82725	-0.241052	vae	10	14	486191
real	Basophils_NOVERSHTERN_1	-4.68429	-3.6541300000000003	vae	1	3	908341	real	-1.77138	-2.69349	vae	10	14	486191
real	Basophils_NOVERSHTERN_1	0.81571	1.3786100000000001	vae	2	3	908341	real	-1.77138	-2.69349	vae	10	14	486191
real	Basophils_NOVERSHTERN_1	2.15288	7.04927	vae	0	3	908341	real	-1.77138	-2.69349	vae	10	14	486191
real	Osteoblast_FANTOM_1	-2.02684	-3.5144699999999998	vae	0	3	908341	real	-0.128628	1.7045099999999997	vae	10	14	486191
real	Osteoblast_FANTOM_1	-0.272046	2.01783	vae	1	3	908341	real	-0.128628	1.7045099999999997	vae	10	14	486191
real	Osteoblast_FANTOM_1	1.52474	4.3777	vae	2	3	908341	real	-0.128628	1.7045099999999997	vae	10	14	486191
real	Neutrophils_BLUEPRINT_3	-1.9411599999999998	-3.5139699999999996	vae	1	3	908341	real	-0.996317	-6.952610000000001	vae	10	14	486191
real	Neutrophils_BLUEPRINT_3	0.365846	1.8174299999999999	vae	2	3	908341	real	-0.996317	-6.952610000000001	vae	10	14	486191
real	Neutrophils_BLUEPRINT_3	1.32247	4.88151	vae	0	3	908341	real	-0.996317	-6.952610000000001	vae	10	14	486191
real	MSC_FANTOM_3	-1.1604	-3.49244	vae	2	3	908341	real	-0.0452095	0.477282	vae	10	14	486191
real	MSC_FANTOM_3	-1.08206	-1.9026599999999998	vae	0	3	908341	real	-0.0452095	0.477282	vae	10	14	486191
real	MSC_FANTOM_3	-0.423755	0.479454	vae	1	3	908341	real	-0.0452095	0.477282	vae	10	14	486191
real	naive-B-cells_HPCA_2	-2.3978	-3.4628	vae	1	3	908341	real	-0.36175100000000004	0.620015	vae	10	14	486191
real	naive-B-cells_HPCA_2	-0.470804	0.11408800000000001	vae	0	3	908341	real	-0.36175100000000004	0.620015	vae	10	14	486191
real	naive-B-cells_HPCA_2	-0.135931	0.232922	vae	2	3	908341	real	-0.36175100000000004	0.620015	vae	10	14	486191
real	Mesangial-cells_FANTOM_2	-0.955016	-3.44107	vae	2	3	908341	real	-0.29543600000000003	0.061602599999999993	vae	10	14	486191
real	Mesangial-cells_FANTOM_2	-1.2862	-0.197576	vae	1	3	908341	real	-0.29543600000000003	0.061602599999999993	vae	10	14	486191
real	Mesangial-cells_FANTOM_2	-0.419392	0.0097382	vae	0	3	908341	real	-0.29543600000000003	0.061602599999999993	vae	10	14	486191
real	Mesangial-cells_FANTOM_1	-4.11345	-3.43347	vae	0	3	908341	real	-1.9211799999999999	-0.8977940000000001	vae	10	14	486191
real	Mesangial-cells_FANTOM_1	-6.26828	-2.31204	vae	1	3	908341	real	-1.9211799999999999	-0.8977940000000001	vae	10	14	486191
real	Mesangial-cells_FANTOM_1	3.6929300000000005	4.4021300000000005	vae	2	3	908341	real	-1.9211799999999999	-0.8977940000000001	vae	10	14	486191
real	Endothelial-cells_HPCA_1	-1.15652	-3.41845	vae	1	3	908341	real	-0.80713	-4.32908	vae	10	14	486191
real	Endothelial-cells_HPCA_1	-0.166228	0.13889200000000002	vae	0	3	908341	real	-0.80713	-4.32908	vae	10	14	486191
real	Endothelial-cells_HPCA_1	0.8665790000000001	1.8081	vae	2	3	908341	real	-0.80713	-4.32908	vae	10	14	486191
real	Osteoblast_HPCA_3	-3.4179	-3.38844	vae	0	3	908341	real	0.665722	4.01366	vae	10	14	486191
real	Osteoblast_HPCA_3	0.437767	0.781995	vae	2	3	908341	real	0.665722	4.01366	vae	10	14	486191
real	Osteoblast_HPCA_3	-1.13334	2.17044	vae	1	3	908341	real	0.665722	4.01366	vae	10	14	486191
real	Monocytes_HPCA_2	-2.07805	-3.3544	vae	1	3	908341	real	-0.446367	-0.9684950000000001	vae	10	14	486191
real	Monocytes_HPCA_2	0.535045	1.63267	vae	2	3	908341	real	-0.446367	-0.9684950000000001	vae	10	14	486191
real	Monocytes_HPCA_2	1.04805	3.707	vae	0	3	908341	real	-0.446367	-0.9684950000000001	vae	10	14	486191
real	Astrocytes_ENCODE_3	-0.8233739999999999	-3.3382199999999997	vae	0	3	908341	real	-0.09428450000000001	1.59928	vae	10	14	486191
real	Astrocytes_ENCODE_3	-0.654436	-1.14999	vae	2	3	908341	real	-0.09428450000000001	1.59928	vae	10	14	486191
real	Astrocytes_ENCODE_3	0.331431	2.64485	vae	1	3	908341	real	-0.09428450000000001	1.59928	vae	10	14	486191
real	Osteoblast_FANTOM_3	-2.60682	-3.3228400000000002	vae	0	3	908341	real	0.0767842	3.38637	vae	10	14	486191
real	Osteoblast_FANTOM_3	1.82772	2.0120299999999998	vae	2	3	908341	real	0.0767842	3.38637	vae	10	14	486191
real	Osteoblast_FANTOM_3	-0.506127	2.31279	vae	1	3	908341	real	0.0767842	3.38637	vae	10	14	486191
real	CD8+-Tem_BLUEPRINT_3	-4.80313	-3.28499	vae	1	3	908341	real	-1.8568099999999998	-1.72425	vae	10	14	486191
real	CD8+-Tem_BLUEPRINT_3	0.8313299999999999	1.42384	vae	2	3	908341	real	-1.8568099999999998	-1.72425	vae	10	14	486191
real	CD8+-Tem_BLUEPRINT_3	1.0780399999999999	3.6378699999999995	vae	0	3	908341	real	-1.8568099999999998	-1.72425	vae	10	14	486191
real	Neutrophils_FANTOM_2	-4.9647	-3.21144	vae	1	3	908341	real	-1.67372	-2.2872	vae	10	14	486191
real	Neutrophils_FANTOM_2	0.98967	1.60064	vae	2	3	908341	real	-1.67372	-2.2872	vae	10	14	486191
real	Neutrophils_FANTOM_2	1.4776	6.79303	vae	0	3	908341	real	-1.67372	-2.2872	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_3	-6.48529	-3.18571	vae	0	3	908341	real	-0.0544677	3.3708699999999996	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_3	-5.21759	0.0770052	vae	1	3	908341	real	-0.0544677	3.3708699999999996	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_3	3.4594099999999997	2.98349	vae	2	3	908341	real	-0.0544677	3.3708699999999996	vae	10	14	486191
real	Macrophages_BLUEPRINT_3	-5.7525900000000005	-3.1775599999999997	vae	1	3	908341	real	-0.7035680000000001	1.78899	vae	10	14	486191
real	Macrophages_BLUEPRINT_3	-0.36514800000000003	3.21516	vae	0	3	908341	real	-0.7035680000000001	1.78899	vae	10	14	486191
real	Macrophages_BLUEPRINT_3	2.26187	3.98179	vae	2	3	908341	real	-0.7035680000000001	1.78899	vae	10	14	486191
real	Osteoblast_HPCA_2	-0.82635	-3.14487	vae	0	3	908341	real	0.031796	1.41602	vae	10	14	486191
real	Osteoblast_HPCA_2	0.14438299999999998	0.12503699999999998	vae	2	3	908341	real	0.031796	1.41602	vae	10	14	486191
real	Osteoblast_HPCA_2	-0.0930627	1.21684	vae	1	3	908341	real	0.031796	1.41602	vae	10	14	486191
real	Monocytes_BLUEPRINT_2	-2.6784	-3.13923	vae	1	3	908341	real	-1.17845	-6.03212	vae	10	14	486191
real	Monocytes_BLUEPRINT_2	0.810379	3.73706	vae	2	3	908341	real	-1.17845	-6.03212	vae	10	14	486191
real	Monocytes_BLUEPRINT_2	1.64357	6.63093	vae	0	3	908341	real	-1.17845	-6.03212	vae	10	14	486191
real	aDC_HPCA_3	-1.28931	-3.1385	vae	1	3	908341	real	-0.236496	-0.823262	vae	10	14	486191
real	aDC_HPCA_3	-0.366411	-1.08026	vae	0	3	908341	real	-0.236496	-0.823262	vae	10	14	486191
real	aDC_HPCA_3	0.012570900000000001	-0.196153	vae	2	3	908341	real	-0.236496	-0.823262	vae	10	14	486191
real	Smooth-muscle_ENCODE_1	-1.02023	-3.06719	vae	0	3	908341	real	0.27313000000000004	2.57706	vae	10	14	486191
real	Smooth-muscle_ENCODE_1	0.666319	1.60079	vae	2	3	908341	real	0.27313000000000004	2.57706	vae	10	14	486191
real	Smooth-muscle_ENCODE_1	0.149254	2.80373	vae	1	3	908341	real	0.27313000000000004	2.57706	vae	10	14	486191
real	DC_FANTOM_3	-2.44108	-3.05741	vae	1	3	908341	real	-0.601571	-1.5150299999999999	vae	10	14	486191
real	DC_FANTOM_3	-0.055035	0.46209799999999995	vae	2	3	908341	real	-0.601571	-1.5150299999999999	vae	10	14	486191
real	DC_FANTOM_3	-0.24839699999999998	0.8790870000000001	vae	0	3	908341	real	-0.601571	-1.5150299999999999	vae	10	14	486191
real	MPP_FANTOM_3	-3.85724	-3.05432	vae	1	3	908341	real	-1.7065400000000002	-2.85275	vae	10	14	486191
real	MPP_FANTOM_3	0.779928	2.14142	vae	2	3	908341	real	-1.7065400000000002	-2.85275	vae	10	14	486191
real	MPP_FANTOM_3	2.24472	5.23232	vae	0	3	908341	real	-1.7065400000000002	-2.85275	vae	10	14	486191
real	Smooth-muscle_ENCODE_2	-1.68946	-3.01467	vae	0	3	908341	real	0.44593	4.6027	vae	10	14	486191
real	Smooth-muscle_ENCODE_2	-0.447104	1.0641100000000001	vae	1	3	908341	real	0.44593	4.6027	vae	10	14	486191
real	Smooth-muscle_ENCODE_2	0.9257989999999999	2.07281	vae	2	3	908341	real	0.44593	4.6027	vae	10	14	486191
real	CD4+-Tcm_BLUEPRINT_3	-3.17199	-3.0110799999999998	vae	0	3	908341	real	-0.27350599999999997	2.90892	vae	10	14	486191
real	CD4+-Tcm_BLUEPRINT_3	-0.30040500000000003	0.164183	vae	2	3	908341	real	-0.27350599999999997	2.90892	vae	10	14	486191
real	CD4+-Tcm_BLUEPRINT_3	-2.1467	1.32721	vae	1	3	908341	real	-0.27350599999999997	2.90892	vae	10	14	486191
real	MSC_HPCA_2	-1.40683	-2.99873	vae	0	3	908341	real	0.0118931	1.6384400000000001	vae	10	14	486191
real	MSC_HPCA_2	-0.755775	-0.0812915	vae	1	3	908341	real	0.0118931	1.6384400000000001	vae	10	14	486191
real	MSC_HPCA_2	0.240896	0.9011129999999999	vae	2	3	908341	real	0.0118931	1.6384400000000001	vae	10	14	486191
real	CD4+-naive-T-cells_FANTOM_1	-1.95115	-2.97227	vae	1	3	908341	real	-0.503831	-0.407279	vae	10	14	486191
real	CD4+-naive-T-cells_FANTOM_1	-0.046345599999999994	-0.136378	vae	2	3	908341	real	-0.503831	-0.407279	vae	10	14	486191
real	CD4+-naive-T-cells_FANTOM_1	0.6082529999999999	2.40128	vae	0	3	908341	real	-0.503831	-0.407279	vae	10	14	486191
real	aDC_IRIS_2	-10.9417	-2.93207	vae	1	3	908341	real	-1.7167299999999999	1.0710899999999999	vae	10	14	486191
real	aDC_IRIS_2	-2.0211	1.00281	vae	0	3	908341	real	-1.7167299999999999	1.0710899999999999	vae	10	14	486191
real	aDC_IRIS_2	2.16255	2.70014	vae	2	3	908341	real	-1.7167299999999999	1.0710899999999999	vae	10	14	486191
real	Monocytes_IRIS_2	-1.8177	-2.90955	vae	1	3	908341	real	-0.743496	-2.43738	vae	10	14	486191
real	Monocytes_IRIS_2	0.512279	1.5679	vae	2	3	908341	real	-0.743496	-2.43738	vae	10	14	486191
real	Monocytes_IRIS_2	1.2227700000000001	6.269080000000001	vae	0	3	908341	real	-0.743496	-2.43738	vae	10	14	486191
real	Astrocytes_ENCODE_1	-2.69788	-2.90923	vae	0	3	908341	real	-0.127461	1.78023	vae	10	14	486191
real	Astrocytes_ENCODE_1	-0.961577	-0.478796	vae	2	3	908341	real	-0.127461	1.78023	vae	10	14	486191
real	Astrocytes_ENCODE_1	0.77546	3.87616	vae	1	3	908341	real	-0.127461	1.78023	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_2	-7.570860000000001	-2.90473	vae	0	3	908341	real	-0.581353	2.31198	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_2	-6.08437	0.73646	vae	1	3	908341	real	-0.581353	2.31198	vae	10	14	486191
real	mv-Endothelial-cells_ENCODE_2	1.29176	1.62296	vae	2	3	908341	real	-0.581353	2.31198	vae	10	14	486191
real	Fibroblasts_FANTOM_1	-5.80012	-2.89262	vae	0	3	908341	real	-0.355243	1.91186	vae	10	14	486191
real	Fibroblasts_FANTOM_1	-5.86227	-0.571024	vae	1	3	908341	real	-0.355243	1.91186	vae	10	14	486191
real	Fibroblasts_FANTOM_1	3.19761	3.57406	vae	2	3	908341	real	-0.355243	1.91186	vae	10	14	486191
real	Memory-B-cells_HPCA_3	-1.61226	-2.8892900000000004	vae	1	3	908341	real	-0.38414	-0.572341	vae	10	14	486191
real	Memory-B-cells_HPCA_3	-0.177028	-0.124668	vae	2	3	908341	real	-0.38414	-0.572341	vae	10	14	486191
real	Memory-B-cells_HPCA_3	-0.0590854	0.572906	vae	0	3	908341	real	-0.38414	-0.572341	vae	10	14	486191
real	Endothelial-cells_FANTOM_2	-0.8491690000000001	-2.88468	vae	1	3	908341	real	-0.584589	-3.9358400000000002	vae	10	14	486191
real	Endothelial-cells_FANTOM_2	-0.22397899999999998	0.04090630000000001	vae	0	3	908341	real	-0.584589	-3.9358400000000002	vae	10	14	486191
real	Endothelial-cells_FANTOM_2	0.623584	2.94746	vae	2	3	908341	real	-0.584589	-3.9358400000000002	vae	10	14	486191
real	Endothelial-cells_ENCODE_2	-1.81456	-2.87938	vae	0	3	908341	real	-1.15731	-1.8639700000000001	vae	10	14	486191
real	Endothelial-cells_ENCODE_2	-2.5367	-0.720949	vae	1	3	908341	real	-1.15731	-1.8639700000000001	vae	10	14	486191
real	Endothelial-cells_ENCODE_2	1.8778	2.54913	vae	2	3	908341	real	-1.15731	-1.8639700000000001	vae	10	14	486191
real	pro-B-cells_HPCA_2	-5.2753	-2.87117	vae	2	3	908341	real	-2.72531	-0.144774	vae	10	14	486191
real	pro-B-cells_HPCA_2	-2.80389	-0.151219	vae	0	3	908341	real	-2.72531	-0.144774	vae	10	14	486191
real	pro-B-cells_HPCA_2	-4.63975	1.47615	vae	1	3	908341	real	-2.72531	-0.144774	vae	10	14	486191
real	Fibroblasts_ENCODE_2	-2.6400200000000003	-2.84849	vae	0	3	908341	real	-0.23104	0.987993	vae	10	14	486191
real	Fibroblasts_ENCODE_2	-1.35375	1.44408	vae	1	3	908341	real	-0.23104	0.987993	vae	10	14	486191
real	Fibroblasts_ENCODE_2	2.4878400000000003	3.4814	vae	2	3	908341	real	-0.23104	0.987993	vae	10	14	486191
real	Monocytes_NOVERSHTERN_2	-2.16222	-2.84425	vae	1	3	908341	real	-0.931848	-4.14825	vae	10	14	486191
real	Monocytes_NOVERSHTERN_2	0.88149	2.39965	vae	2	3	908341	real	-0.931848	-4.14825	vae	10	14	486191
real	Monocytes_NOVERSHTERN_2	1.3831200000000001	5.81805	vae	0	3	908341	real	-0.931848	-4.14825	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_1	-0.65184	-2.80174	vae	1	3	908341	real	-0.43992600000000004	-3.39601	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_1	-0.09152260000000001	0.18620799999999998	vae	0	3	908341	real	-0.43992600000000004	-3.39601	vae	10	14	486191
real	Endothelial-cells_BLUEPRINT_1	0.538258	1.6223299999999998	vae	2	3	908341	real	-0.43992600000000004	-3.39601	vae	10	14	486191
real	B-cells_HPCA_2	-1.39446	-2.78778	vae	1	3	908341	real	-0.31077899999999997	-1.6546599999999998	vae	10	14	486191
real	B-cells_HPCA_2	-0.016813400000000003	0.532615	vae	0	3	908341	real	-0.31077899999999997	-1.6546599999999998	vae	10	14	486191
real	B-cells_HPCA_2	0.0169287	0.6960390000000001	vae	2	3	908341	real	-0.31077899999999997	-1.6546599999999998	vae	10	14	486191
real	Plasma-cells_BLUEPRINT_2	-6.21177	-2.73912	vae	0	3	908341	real	-1.38809	1.54559	vae	10	14	486191
real	Plasma-cells_BLUEPRINT_2	-2.99317	-1.19071	vae	2	3	908341	real	-1.38809	1.54559	vae	10	14	486191
real	Plasma-cells_BLUEPRINT_2	-2.7566599999999997	2.9746900000000003	vae	1	3	908341	real	-1.38809	1.54559	vae	10	14	486191
real	CD8+-T-cells_FANTOM_3	-2.1590000000000003	-2.6987799999999997	vae	0	3	908341	real	-0.672212	0.54005	vae	10	14	486191
real	CD8+-T-cells_FANTOM_3	-1.37242	-2.5274799999999997	vae	2	3	908341	real	-0.672212	0.54005	vae	10	14	486191
real	CD8+-T-cells_FANTOM_3	-0.956067	0.789291	vae	1	3	908341	real	-0.672212	0.54005	vae	10	14	486191
real	B-cells_FANTOM_3	-1.97091	-2.68577	vae	1	3	908341	real	-0.33016999999999996	-0.9545469999999999	vae	10	14	486191
real	B-cells_FANTOM_3	0.014813999999999999	0.5911850000000001	vae	2	3	908341	real	-0.33016999999999996	-0.9545469999999999	vae	10	14	486191
real	B-cells_FANTOM_3	-0.225365	0.923248	vae	0	3	908341	real	-0.33016999999999996	-0.9545469999999999	vae	10	14	486191
real	DC_IRIS_3	-1.46294	-2.60702	vae	1	3	908341	real	-0.228994	-0.17366199999999998	vae	10	14	486191
real	DC_IRIS_3	0.0960835	-0.0336046	vae	2	3	908341	real	-0.228994	-0.17366199999999998	vae	10	14	486191
real	DC_IRIS_3	-0.33106399999999997	0.104368	vae	0	3	908341	real	-0.228994	-0.17366199999999998	vae	10	14	486191
real	Endothelial-cells_ENCODE_1	-2.2062	-2.5583	vae	0	3	908341	real	-1.11299	-0.6386649999999999	vae	10	14	486191
real	Endothelial-cells_ENCODE_1	-2.81294	-1.15127	vae	1	3	908341	real	-1.11299	-0.6386649999999999	vae	10	14	486191
real	Endothelial-cells_ENCODE_1	2.18364	3.81915	vae	2	3	908341	real	-1.11299	-0.6386649999999999	vae	10	14	486191
real	Preadipocytes_FANTOM_2	-0.47246499999999997	-2.55704	vae	0	3	908341	real	-0.199174	-0.207384	vae	10	14	486191
real	Preadipocytes_FANTOM_2	-0.8317969999999999	-1.52877	vae	1	3	908341	real	-0.199174	-0.207384	vae	10	14	486191
real	Preadipocytes_FANTOM_2	0.137699	0.7702640000000001	vae	2	3	908341	real	-0.199174	-0.207384	vae	10	14	486191
real	Endothelial-cells_FANTOM_3	-2.89677	-2.48928	vae	1	3	908341	real	-1.80682	-3.29273	vae	10	14	486191
real	Endothelial-cells_FANTOM_3	-0.79798	-0.0300961	vae	0	3	908341	real	-1.80682	-3.29273	vae	10	14	486191
real	Endothelial-cells_FANTOM_3	1.7949	4.71715	vae	2	3	908341	real	-1.80682	-3.29273	vae	10	14	486191
real	Preadipocytes_ENCODE_1	-1.33876	-2.47859	vae	0	3	908341	real	0.644505	3.46469	vae	10	14	486191
real	Preadipocytes_ENCODE_1	-0.9220209999999999	-0.5671350000000001	vae	1	3	908341	real	0.644505	3.46469	vae	10	14	486191
real	Preadipocytes_ENCODE_1	0.299705	0.954521	vae	2	3	908341	real	0.644505	3.46469	vae	10	14	486191
real	Platelets_HPCA_2	-5.76783	-2.43261	vae	0	3	908341	real	-1.58748	0.894705	vae	10	14	486191
