big_feature_id	abs_z_score	individual_feature	k	signal	weight	abs	gene	variable	value	z_score
ica_47_486191_200_signal	2.57985	47	200	signal	-0.025097	0.025097	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.00654367	-2.57985
vae_22_165158_90_signal	8.20284	22	90	signal	0.025002	0.025002	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-6.55044	-8.20284
vae_22_165158_90_signal	7.7279100000000005	22	90	signal	0.025002	0.025002	TP53	HALLMARK_MITOTIC_SPINDLE	-0.895842	7.7279100000000005
vae_22_165158_90_signal	6.9465699999999995	22	90	signal	0.025002	0.025002	TP53	HALLMARK_E2F_TARGETS	-1.0325600000000001	6.9465699999999995
vae_22_165158_90_signal	5.83861	22	90	signal	0.025002	0.025002	TP53	HALLMARK_G2M_CHECKPOINT	-1.31988	5.83861
vae_22_165158_90_signal	5.22657	22	90	signal	0.025002	0.025002	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-5.23464	-5.22657
ica_14_165158_100_signal	4.87249	14	100	signal	-0.024732	0.024732	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0258375	4.87249
ica_14_165158_100_signal	3.58449	14	100	signal	-0.024732	0.024732	TP53	HALLMARK_HEDGEHOG_SIGNALING	-0.00343232	-3.58449
ica_14_165158_100_signal	3.01287	14	100	signal	-0.024732	0.024732	TP53	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.00597126	-3.01287
ica_14_165158_100_signal	2.93269	14	100	signal	-0.024732	0.024732	TP53	HALLMARK_HEME_METABOLISM	-0.0023637	-2.93269
ica_14_165158_100_signal	2.70569	14	100	signal	-0.024732	0.024732	TP53	HALLMARK_APICAL_JUNCTION	-0.00632231	-2.70569
ica_82_451283_150_signal	5.23396	82	150	signal	0.024626	0.024626	TP53	HALLMARK_MITOTIC_SPINDLE	0.0197125	5.23396
ica_82_451283_150_signal	4.6906	82	150	signal	0.024626	0.024626	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.00621877	-4.6906
ica_82_451283_150_signal	4.3785	82	150	signal	0.024626	0.024626	TP53	HALLMARK_TGF_BETA_SIGNALING	0.00743495	4.3785
ica_82_451283_150_signal	2.62201	82	150	signal	0.024626	0.024626	TP53	HALLMARK_PROTEIN_SECRETION	0.00994662	2.62201
ica_82_451283_150_signal	2.55841	82	150	signal	0.024626	0.024626	TP53	HALLMARK_HYPOXIA	-0.00626543	-2.55841
vae_1_978124_100_signal	5.44965	1	100	signal	-0.024483	0.024483	TP53	HALLMARK_DNA_REPAIR	-0.5441729999999999	5.44965
vae_1_978124_100_signal	5.324380000000001	1	100	signal	-0.024483	0.024483	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-5.1562	-5.324380000000001
vae_1_978124_100_signal	5.2281699999999995	1	100	signal	-0.024483	0.024483	TP53	HALLMARK_COAGULATION	-3.72453	-5.2281699999999995
vae_1_978124_100_signal	5.18112	1	100	signal	-0.024483	0.024483	TP53	HALLMARK_HYPOXIA	-4.65862	-5.18112
vae_1_978124_100_signal	4.54845	1	100	signal	-0.024483	0.024483	TP53	HALLMARK_G2M_CHECKPOINT	-1.41306	4.54845
pca_144_451283_150_signal	5.6917	144	150	signal	-0.024384	0.024384	TP53	HALLMARK_P53_PATHWAY	0.766247	5.6917
pca_144_451283_150_signal	4.33596	144	150	signal	-0.024384	0.024384	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.329863	-4.33596
pca_144_451283_150_signal	3.7464	144	150	signal	-0.024384	0.024384	TP53	HALLMARK_APOPTOSIS	0.467607	3.7464
pca_144_451283_150_signal	3.08981	144	150	signal	-0.024384	0.024384	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.511912	3.08981
pca_144_451283_150_signal	2.79746	144	150	signal	-0.024384	0.024384	TP53	HALLMARK_MYC_TARGETS_V2	-0.13136	-2.79746
nmf_25_978124_100_signal	6.78763	25	100	signal	0.024337	0.024337	TP53	HALLMARK_MYC_TARGETS_V1	5.4358699999999995	6.78763
nmf_25_978124_100_signal	5.11172	25	100	signal	0.024337	0.024337	TP53	HALLMARK_PROTEIN_SECRETION	2.65936	5.11172
nmf_25_978124_100_signal	3.58081	25	100	signal	0.024337	0.024337	TP53	HALLMARK_MITOTIC_SPINDLE	3.6928900000000002	3.58081
nmf_25_978124_100_signal	2.79619	25	100	signal	0.024337	0.024337	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.6344850000000001	-2.79619
nmf_25_978124_100_signal	2.66058	25	100	signal	0.024337	0.024337	TP53	HALLMARK_G2M_CHECKPOINT	3.59456	2.66058
dae_80_978124_100_signal	5.83255	80	100	signal	-0.024086	0.024086	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-6.09807	-5.83255
dae_80_978124_100_signal	5.06495	80	100	signal	-0.024086	0.024086	TP53	HALLMARK_PANCREAS_BETA_CELLS	1.04001	5.06495
dae_80_978124_100_signal	4.60096	80	100	signal	-0.024086	0.024086	TP53	HALLMARK_HYPOXIA	-3.5287	-4.60096
dae_80_978124_100_signal	3.7381900000000003	80	100	signal	-0.024086	0.024086	TP53	HALLMARK_E2F_TARGETS	2.00342	3.7381900000000003
dae_80_978124_100_signal	3.2781800000000003	80	100	signal	-0.024086	0.024086	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.6518599999999999	3.2781800000000003
ica_66_908341_150_signal	6.87132	66	150	signal	0.024043000000000002	0.024043000000000002	TP53	HALLMARK_E2F_TARGETS	-0.0366958	-6.87132
ica_66_908341_150_signal	5.01452	66	150	signal	0.024043000000000002	0.024043000000000002	TP53	HALLMARK_DNA_REPAIR	-0.0195601	-5.01452
ica_66_908341_150_signal	4.53785	66	150	signal	0.024043000000000002	0.024043000000000002	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.010487799999999999	-4.53785
ica_66_908341_150_signal	3.98274	66	150	signal	0.024043000000000002	0.024043000000000002	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.016946	3.98274
ica_66_908341_150_signal	3.2553	66	150	signal	0.024043000000000002	0.024043000000000002	TP53	HALLMARK_P53_PATHWAY	-0.0239649	-3.2553
nmf_25_165158_100_signal	6.71184	25	100	signal	0.023433000000000002	0.023433000000000002	TP53	HALLMARK_MYC_TARGETS_V1	5.88075	6.71184
nmf_25_165158_100_signal	5.238119999999999	25	100	signal	0.023433000000000002	0.023433000000000002	TP53	HALLMARK_PROTEIN_SECRETION	2.8271599999999997	5.238119999999999
nmf_25_165158_100_signal	3.24436	25	100	signal	0.023433000000000002	0.023433000000000002	TP53	HALLMARK_MITOTIC_SPINDLE	3.8332300000000004	3.24436
nmf_25_165158_100_signal	2.7250799999999997	25	100	signal	0.023433000000000002	0.023433000000000002	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.692526	-2.7250799999999997
nmf_25_165158_100_signal	2.63552	25	100	signal	0.023433000000000002	0.023433000000000002	TP53	HALLMARK_G2M_CHECKPOINT	3.80778	2.63552
nmf_193_451283_200_signal	7.010439999999999	193	200	signal	0.023153999999999997	0.023153999999999997	TP53	HALLMARK_MTORC1_SIGNALING	8.09811	7.010439999999999
nmf_193_451283_200_signal	5.68316	193	200	signal	0.023153999999999997	0.023153999999999997	TP53	HALLMARK_INFLAMMATORY_RESPONSE	1.59952	-5.68316
nmf_193_451283_200_signal	5.38427	193	200	signal	0.023153999999999997	0.023153999999999997	TP53	HALLMARK_PROTEIN_SECRETION	4.0903599999999996	5.38427
nmf_193_451283_200_signal	5.19175	193	200	signal	0.023153999999999997	0.023153999999999997	TP53	HALLMARK_ANDROGEN_RESPONSE	4.16142	5.19175
nmf_193_451283_200_signal	4.99127	193	200	signal	0.023153999999999997	0.023153999999999997	TP53	HALLMARK_KRAS_SIGNALING_DN	1.0395299999999998	-4.99127
ica_17_165158_125_signal	11.4928	17	125	signal	0.023099	0.023099	TP53	HALLMARK_E2F_TARGETS	-0.0491609	-11.4928
ica_17_165158_125_signal	4.66299	17	125	signal	0.023099	0.023099	TP53	HALLMARK_P53_PATHWAY	-0.0329269	-4.66299
ica_17_165158_125_signal	3.9012800000000003	17	125	signal	0.023099	0.023099	TP53	HALLMARK_G2M_CHECKPOINT	-0.022799400000000004	-3.9012800000000003
ica_17_165158_125_signal	3.6255599999999997	17	125	signal	0.023099	0.023099	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.00850135	-3.6255599999999997
ica_17_165158_125_signal	2.91205	17	125	signal	0.023099	0.023099	TP53	HALLMARK_DNA_REPAIR	-0.0163571	-2.91205
nmf_184_486191_200_signal	5.48119	184	200	signal	0.022989	0.022989	TP53	HALLMARK_MITOTIC_SPINDLE	2.4455299999999998	5.48119
nmf_184_486191_200_signal	4.43918	184	200	signal	0.022989	0.022989	TP53	HALLMARK_MYC_TARGETS_V1	2.03425	4.43918
nmf_184_486191_200_signal	3.9070699999999996	184	200	signal	0.022989	0.022989	TP53	HALLMARK_KRAS_SIGNALING_DN	0.0397319	-3.9070699999999996
nmf_184_486191_200_signal	2.66457	184	200	signal	0.022989	0.022989	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.58542	2.66457
nmf_184_486191_200_signal	2.62248	184	200	signal	0.022989	0.022989	TP53	HALLMARK_KRAS_SIGNALING_UP	0.177463	-2.62248
nmf_3_908341_125_signal	16.1886	3	125	signal	0.022313	0.022313	TP53	HALLMARK_MITOTIC_SPINDLE	13.4189	16.1886
nmf_3_908341_125_signal	8.49972	3	125	signal	0.022313	0.022313	TP53	HALLMARK_SPERMATOGENESIS	1.40967	-8.49972
nmf_3_908341_125_signal	8.06189	3	125	signal	0.022313	0.022313	TP53	HALLMARK_WNT_BETA_CATENIN_SIGNALING	2.61647	8.06189
nmf_3_908341_125_signal	6.8572	3	125	signal	0.022313	0.022313	TP53	HALLMARK_HEDGEHOG_SIGNALING	3.11712	6.8572
nmf_3_908341_125_signal	6.67885	3	125	signal	0.022313	0.022313	TP53	HALLMARK_MYC_TARGETS_V1	9.05954	6.67885
vae_25_908341_90_signal	12.7354	25	90	signal	0.022256	0.022256	TP53	HALLMARK_MYOGENESIS	0.9209459999999999	12.7354
vae_25_908341_90_signal	9.56498	25	90	signal	0.022256	0.022256	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.323137	9.56498
vae_25_908341_90_signal	7.20947	25	90	signal	0.022256	0.022256	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-5.61731	-7.20947
vae_25_908341_90_signal	6.08137	25	90	signal	0.022256	0.022256	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-5.237	-6.08137
vae_25_908341_90_signal	5.95404	25	90	signal	0.022256	0.022256	TP53	HALLMARK_MYC_TARGETS_V1	-0.9765969999999999	5.95404
ica_41_978124_150_signal	5.18181	41	150	signal	-0.022244	0.022244	TP53	HALLMARK_MITOTIC_SPINDLE	-0.019221400000000003	-5.18181
ica_41_978124_150_signal	4.75542	41	150	signal	-0.022244	0.022244	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.00622606	4.75542
ica_41_978124_150_signal	4.3571800000000005	41	150	signal	-0.022244	0.022244	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.00750786	-4.3571800000000005
ica_41_978124_150_signal	2.61654	41	150	signal	-0.022244	0.022244	TP53	HALLMARK_PROTEIN_SECRETION	-0.00993888	-2.61654
ica_41_978124_150_signal	2.58823	41	150	signal	-0.022244	0.022244	TP53	HALLMARK_HYPOXIA	0.00632409	2.58823
dae_109_978124_125_signal	10.5529	109	125	signal	0.022119999999999997	0.022119999999999997	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	-5.21742	-10.5529
dae_109_978124_125_signal	10.4534	109	125	signal	0.022119999999999997	0.022119999999999997	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	-5.4872	-10.4534
dae_109_978124_125_signal	7.813389999999999	109	125	signal	0.022119999999999997	0.022119999999999997	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	5.83065	7.813389999999999
dae_109_978124_125_signal	7.44942	109	125	signal	0.022119999999999997	0.022119999999999997	TP53	HALLMARK_HYPOXIA	5.84363	7.44942
dae_109_978124_125_signal	5.97054	109	125	signal	0.022119999999999997	0.022119999999999997	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	5.07275	5.97054
ica_136_908341_150_signal	5.0534099999999995	136	150	signal	-0.021901	0.021901	TP53	HALLMARK_MITOTIC_SPINDLE	-0.0191515	-5.0534099999999995
ica_136_908341_150_signal	4.73343	136	150	signal	-0.021901	0.021901	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.00644741	4.73343
ica_136_908341_150_signal	4.28751	136	150	signal	-0.021901	0.021901	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.00751432	-4.28751
ica_136_908341_150_signal	2.55207	136	150	signal	-0.021901	0.021901	TP53	HALLMARK_PROTEIN_SECRETION	-0.00986133	-2.55207
ica_136_908341_150_signal	2.45624	136	150	signal	-0.021901	0.021901	TP53	HALLMARK_HYPOXIA	0.00611524	2.45624
vae_11_165158_80_signal	13.1208	11	80	signal	0.021892	0.021892	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	1.63399	13.1208
vae_11_165158_80_signal	10.4936	11	80	signal	0.021892	0.021892	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-4.22671	-10.4936
vae_11_165158_80_signal	8.62541	11	80	signal	0.021892	0.021892	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-3.9876199999999997	-8.62541
vae_11_165158_80_signal	7.7989999999999995	11	80	signal	0.021892	0.021892	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.985927	7.7989999999999995
vae_11_165158_80_signal	7.2328399999999995	11	80	signal	0.021892	0.021892	TP53	HALLMARK_MYOGENESIS	-3.8328900000000004	-7.2328399999999995
ica_76_978124_150_signal	7.05883	76	150	signal	0.021726	0.021726	TP53	HALLMARK_E2F_TARGETS	-0.037879199999999995	-7.05883
ica_76_978124_150_signal	5.534619999999999	76	150	signal	0.021726	0.021726	TP53	HALLMARK_DNA_REPAIR	-0.0203024	-5.534619999999999
ica_76_978124_150_signal	4.52741	76	150	signal	0.021726	0.021726	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.0106419	-4.52741
ica_76_978124_150_signal	3.8087	76	150	signal	0.021726	0.021726	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0163587	3.8087
ica_76_978124_150_signal	3.21256	76	150	signal	0.021726	0.021726	TP53	HALLMARK_P53_PATHWAY	-0.023339	-3.21256
dae_3_165158_150_signal	8.00405	3	150	signal	0.021719	0.021719	TP53	HALLMARK_ADIPOGENESIS	-2.5905400000000003	-8.00405
dae_3_165158_150_signal	6.2921	3	150	signal	0.021719	0.021719	TP53	HALLMARK_MYOGENESIS	-2.23058	-6.2921
dae_3_165158_150_signal	4.71694	3	150	signal	0.021719	0.021719	TP53	HALLMARK_FATTY_ACID_METABOLISM	-2.44381	-4.71694
dae_3_165158_150_signal	3.7757400000000003	3	150	signal	0.021719	0.021719	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-2.7732799999999997	-3.7757400000000003
dae_3_165158_150_signal	3.63541	3	150	signal	0.021719	0.021719	TP53	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-1.2507700000000002	-3.63541
vae_151_978124_200_signal	7.112610000000001	151	200	signal	-0.021705000000000002	0.021705000000000002	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.824807	7.112610000000001
vae_151_978124_200_signal	5.98019	151	200	signal	-0.021705000000000002	0.021705000000000002	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-3.24594	-5.98019
vae_151_978124_200_signal	5.41861	151	200	signal	-0.021705000000000002	0.021705000000000002	TP53	HALLMARK_SPERMATOGENESIS	-0.7018310000000001	5.41861
vae_151_978124_200_signal	4.36086	151	200	signal	-0.021705000000000002	0.021705000000000002	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-3.1266700000000003	-4.36086
vae_151_978124_200_signal	4.31778	151	200	signal	-0.021705000000000002	0.021705000000000002	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.95287	-4.31778
ica_141_165158_150_signal	5.18573	141	150	signal	-0.021474	0.021474	TP53	HALLMARK_MITOTIC_SPINDLE	-0.0193514	-5.18573
ica_141_165158_150_signal	4.83715	141	150	signal	-0.021474	0.021474	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0063459	4.83715
ica_141_165158_150_signal	4.432980000000001	141	150	signal	-0.021474	0.021474	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.00759582	-4.432980000000001
ica_141_165158_150_signal	2.88856	141	150	signal	-0.021474	0.021474	TP53	HALLMARK_HYPOXIA	0.00691396	2.88856
ica_141_165158_150_signal	2.50864	141	150	signal	-0.021474	0.021474	TP53	HALLMARK_PROTEIN_SECRETION	-0.0096237	-2.50864
vae_24_486191_125_signal	7.96196	24	125	signal	0.021434	0.021434	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-6.16744	-7.96196
vae_24_486191_125_signal	6.13437	24	125	signal	0.021434	0.021434	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-4.29936	-6.13437
vae_24_486191_125_signal	5.2337	24	125	signal	0.021434	0.021434	TP53	HALLMARK_SPERMATOGENESIS	-0.7569319999999999	5.2337
vae_24_486191_125_signal	5.10157	24	125	signal	0.021434	0.021434	TP53	HALLMARK_HYPOXIA	-1.03157	5.10157
vae_24_486191_125_signal	4.8585	24	125	signal	0.021434	0.021434	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-1.01504	4.8585
ica_96_908341_100_signal	4.77385	96	100	signal	-0.02143	0.02143	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0260217	4.77385
ica_96_908341_100_signal	3.3152800000000004	96	100	signal	-0.02143	0.02143	TP53	HALLMARK_HEDGEHOG_SIGNALING	-0.00353985	-3.3152800000000004
ica_96_908341_100_signal	2.94521	96	100	signal	-0.02143	0.02143	TP53	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.00581099	-2.94521
ica_96_908341_100_signal	2.92467	96	100	signal	-0.02143	0.02143	TP53	HALLMARK_APICAL_JUNCTION	-0.00655722	-2.92467
ica_96_908341_100_signal	2.61056	96	100	signal	-0.02143	0.02143	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-0.00502722	-2.61056
ica_75_165158_200_signal	3.9296900000000003	75	200	signal	-0.021405	0.021405	TP53	HALLMARK_UV_RESPONSE_DN	-0.025422999999999998	-3.9296900000000003
ica_75_165158_200_signal	3.4551199999999995	75	200	signal	-0.021405	0.021405	TP53	HALLMARK_MTORC1_SIGNALING	0.0362096	3.4551199999999995
ica_75_165158_200_signal	3.31639	75	200	signal	-0.021405	0.021405	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.035615100000000004	-3.31639
ica_75_165158_200_signal	2.67283	75	200	signal	-0.021405	0.021405	TP53	HALLMARK_DNA_REPAIR	0.019059299999999998	2.67283
ica_75_165158_200_signal	2.09292	75	200	signal	-0.021405	0.021405	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.0151828	-2.09292
vae_16_451283_30_signal	10.9891	16	30	signal	-0.021099	0.021099	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	-6.29842	-10.9891
vae_16_451283_30_signal	8.81082	16	30	signal	-0.021099	0.021099	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-3.5099	-8.81082
vae_16_451283_30_signal	7.10717	16	30	signal	-0.021099	0.021099	TP53	HALLMARK_INTERFERON_ALPHA_RESPONSE	-3.58276	-7.10717
vae_16_451283_30_signal	5.97877	16	30	signal	-0.021099	0.021099	TP53	HALLMARK_DNA_REPAIR	-0.297195	5.97877
vae_16_451283_30_signal	4.81524	16	30	signal	-0.021099	0.021099	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-4.63088	-4.81524
ica_47_908341_150_signal	3.14322	47	150	signal	0.020908000000000003	0.020908000000000003	TP53	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.030294799999999997	-3.14322
ica_47_908341_150_signal	3.03823	47	150	signal	0.020908000000000003	0.020908000000000003	TP53	HALLMARK_ANDROGEN_RESPONSE	0.0018997	3.03823
ica_47_908341_150_signal	2.93209	47	150	signal	0.020908000000000003	0.020908000000000003	TP53	HALLMARK_APICAL_SURFACE	-0.010253700000000001	-2.93209
ica_47_908341_150_signal	2.74729	47	150	signal	0.020908000000000003	0.020908000000000003	TP53	HALLMARK_XENOBIOTIC_METABOLISM	0.0037061999999999998	2.74729
ica_47_908341_150_signal	2.4865	47	150	signal	0.020908000000000003	0.020908000000000003	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.000969366	2.4865
vae_18_451283_80_signal	8.09182	18	80	signal	0.020741	0.020741	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-4.7626599999999994	-8.09182
vae_18_451283_80_signal	7.6658	18	80	signal	0.020741	0.020741	TP53	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.2476	7.6658
vae_18_451283_80_signal	6.08887	18	80	signal	0.020741	0.020741	TP53	HALLMARK_HYPOXIA	-0.48353100000000004	6.08887
vae_18_451283_80_signal	5.01269	18	80	signal	0.020741	0.020741	TP53	HALLMARK_INFLAMMATORY_RESPONSE	-0.895963	5.01269
vae_18_451283_80_signal	4.65419	18	80	signal	0.020741	0.020741	TP53	HALLMARK_GLYCOLYSIS	-0.657794	4.65419
ica_131_165158_150_signal	6.945639999999999	131	150	signal	0.020611	0.020611	TP53	HALLMARK_E2F_TARGETS	-0.03774469999999999	-6.945639999999999
ica_131_165158_150_signal	5.53924	131	150	signal	0.020611	0.020611	TP53	HALLMARK_DNA_REPAIR	-0.019824500000000002	-5.53924
ica_131_165158_150_signal	4.79326	131	150	signal	0.020611	0.020611	TP53	HALLMARK_TGF_BETA_SIGNALING	-0.010524700000000001	-4.79326
ica_131_165158_150_signal	3.6674800000000003	131	150	signal	0.020611	0.020611	TP53	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.016037299999999997	3.6674800000000003
ica_131_165158_150_signal	3.20838	131	150	signal	0.020611	0.020611	TP53	HALLMARK_P53_PATHWAY	-0.023862900000000003	-3.20838
vae_1_165158_200_signal	6.75402	1	200	signal	0.020525	0.020525	TP53	HALLMARK_ESTROGEN_RESPONSE_EARLY	-4.02075	-6.75402
vae_1_165158_200_signal	6.75113	1	200	signal	0.020525	0.020525	TP53	HALLMARK_ESTROGEN_RESPONSE_LATE	-4.13875	-6.75113
vae_1_165158_200_signal	6.28885	1	200	signal	0.020525	0.020525	TP53	HALLMARK_DNA_REPAIR	-0.771729	6.28885
vae_1_165158_200_signal	5.32699	1	200	signal	0.020525	0.020525	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-3.62965	-5.32699
vae_1_165158_200_signal	5.06407	1	200	signal	0.020525	0.020525	TP53	HALLMARK_HEDGEHOG_SIGNALING	-0.81757	-5.06407
vae_35_908341_200_signal	8.25116	35	200	signal	-0.020356	0.020356	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-0.40717600000000004	8.25116
vae_35_908341_200_signal	6.828289999999999	35	200	signal	-0.020356	0.020356	TP53	HALLMARK_FATTY_ACID_METABOLISM	-0.613825	6.828289999999999
vae_35_908341_200_signal	5.33925	35	200	signal	-0.020356	0.020356	TP53	HALLMARK_SPERMATOGENESIS	-0.538346	5.33925
vae_35_908341_200_signal	5.069380000000001	35	200	signal	-0.020356	0.020356	TP53	HALLMARK_BILE_ACID_METABOLISM	-0.307921	5.069380000000001
vae_35_908341_200_signal	4.9178	35	200	signal	-0.020356	0.020356	TP53	HALLMARK_HYPOXIA	-3.4242199999999996	-4.9178
vae_7_978124_60_signal	13.273	7	60	signal	0.020344	0.020344	TP53	HALLMARK_MYC_TARGETS_V1	0.312651	13.273
vae_7_978124_60_signal	7.2532	7	60	signal	0.020344	0.020344	TP53	HALLMARK_DNA_REPAIR	-0.423385	7.2532
vae_7_978124_60_signal	7.0045	7	60	signal	0.020344	0.020344	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-3.4016699999999997	-7.0045
vae_7_978124_60_signal	6.81073	7	60	signal	0.020344	0.020344	TP53	HALLMARK_G2M_CHECKPOINT	-0.0362603	6.81073
vae_7_978124_60_signal	6.4416400000000005	7	60	signal	0.020344	0.020344	TP53	HALLMARK_KRAS_SIGNALING_UP	-3.47387	-6.4416400000000005
pca_79_978124_90_signal	4.76891	79	90	signal	0.019824	0.019824	TP53	HALLMARK_MYC_TARGETS_V2	-0.23854499999999998	-4.76891
pca_79_978124_90_signal	4.08521	79	90	signal	0.019824	0.019824	TP53	HALLMARK_MTORC1_SIGNALING	0.6585810000000001	4.08521
pca_79_978124_90_signal	3.55596	79	90	signal	0.019824	0.019824	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.373253	3.55596
pca_79_978124_90_signal	3.4734199999999995	79	90	signal	0.019824	0.019824	TP53	HALLMARK_HYPOXIA	0.5728449999999999	3.4734199999999995
pca_79_978124_90_signal	3.2339900000000004	79	90	signal	0.019824	0.019824	TP53	HALLMARK_DNA_REPAIR	-0.351869	-3.2339900000000004
vae_59_908341_90_signal	11.1558	59	90	signal	-0.019801	0.019801	TP53	HALLMARK_MYC_TARGETS_V1	1.09399	11.1558
vae_59_908341_90_signal	8.869110000000001	59	90	signal	-0.019801	0.019801	TP53	HALLMARK_E2F_TARGETS	0.987559	8.869110000000001
vae_59_908341_90_signal	8.59445	59	90	signal	-0.019801	0.019801	TP53	HALLMARK_G2M_CHECKPOINT	0.40963999999999995	8.59445
vae_59_908341_90_signal	8.471219999999999	59	90	signal	-0.019801	0.019801	TP53	HALLMARK_XENOBIOTIC_METABOLISM	-4.647	-8.471219999999999
vae_59_908341_90_signal	6.76015	59	90	signal	-0.019801	0.019801	TP53	HALLMARK_KRAS_SIGNALING_UP	-5.236619999999999	-6.76015
ica_55_486191_150_signal	5.198980000000001	55	150	signal	0.019562	0.019562	TP53	HALLMARK_MITOTIC_SPINDLE	0.0193265	5.198980000000001
ica_55_486191_150_signal	4.67205	55	150	signal	0.019562	0.019562	TP53	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.00607289	-4.67205
ica_55_486191_150_signal	4.336040000000001	55	150	signal	0.019562	0.019562	TP53	HALLMARK_TGF_BETA_SIGNALING	0.00758289	4.336040000000001
ica_55_486191_150_signal	2.7069799999999997	55	150	signal	0.019562	0.019562	TP53	HALLMARK_HYPOXIA	-0.006986399999999999	-2.7069799999999997
ica_55_486191_150_signal	2.60087	55	150	signal	0.019562	0.019562	TP53	HALLMARK_UV_RESPONSE_UP	-0.00537015	-2.60087
dae_126_165158_200_signal	9.58473	126	200	signal	0.019478	0.019478	TP53	HALLMARK_MYC_TARGETS_V1	3.7970599999999997	9.58473
dae_126_165158_200_signal	5.6881699999999995	126	200	signal	0.019478	0.019478	TP53	HALLMARK_MTORC1_SIGNALING	3.3659	5.6881699999999995
dae_126_165158_200_signal	4.99144	126	200	signal	0.019478	0.019478	TP53	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	4.77658	4.99144
dae_126_165158_200_signal	4.8617099999999995	126	200	signal	0.019478	0.019478	TP53	HALLMARK_ALLOGRAFT_REJECTION	0.00791589	-4.8617099999999995
